label1,label2,constellation,magnitude,season,size,RA,DEC,type,notes,,,
PK31+5.1,K3-3,SCULPTOR,14.6,autumn,0.0666667,276.775,1.25,Planetary Nebula,,,,
vdB123,LBN96,SCULPTOR,99.9,autumn,10,277.6,1.233333333,Bright Nebula,,,,
PK32+5.1,K3-4,SCULPTOR,15.7,autumn,0.333333,277.75,2.416666667,Planetary Nebula,,,,
Sh2-64,LBN90,SCULPTOR,99.9,autumn,20,277.9,-1.916666667,Bright Nebula,,,,
PK34+6.1,K3-5,SCULPTOR,17.1,autumn,0.0666667,277.95,4.083333333,Planetary Nebula,,,,
LDN564,,SCULPTOR,79.9,autumn,45,279.4,-0.8,Dark Nebula,,,,
PK28+1.1,M2-44,SCULPTOR,15,autumn,0.13333333,279.4,-2.9,Planetary Nebula,,,,
LDN557,,SCULPTOR,79.9,autumn,60,279.65,-0.216666667,Dark Nebula,,,,
Do33,,SCULPTOR,99.9,autumn,6,280.175,-3.616666667,Open Cluster30,,,,
Czernik38,,SCULPTOR,99.9,autumn,14,282.425,4.966666667,Open Cluster80,,,,
Archinal1,,SCULPTOR,99.9,autumn,1.5,283.675,5.55,Open Cluster24,,,,
PK38+2.1,YM16,SCULPTOR,14.2,autumn,5.1,283.7,6.033333333,Planetary Nebula,,,,
NGC2969,MCG-1-25-21,SCUTUM,13,summer,1.4,145.475,-7.4,Galaxy,vF;pS;iR;vglbM ,,,
NGC2967,UGC5180,SCUTUM,11.6,summer,2.8,145.525,0.333333333,Galaxy,pF;pL;R;vglbM ,,,
NGC2966,UGC5181,SCUTUM,12.6,summer,2.2,145.55,4.666666667,Galaxy,vF* in vF;lE neb;F* p 30'',,,
NGC2652,MCG+00-25-008,SCUTUM,11.9,summer,3.4,145.625,-2.3,Galaxy,F;pS;E 50 deg;gbM;stel N;* 9 sp 50'',,,
NGC2974,MCG0-25-8,SCUTUM,10.9,summer,3.4,145.65,-2.3,Galaxy,B;cS;iR;bM;*9 sp 43'', H ,,
NGC2979,NGC3050,SCUTUM,14,summer,1.5,145.775,-9.616666667,Galaxy,pF;pS;vlE;psbM ,,,
NGC3050,NGC2979,SCUTUM,13.6,summer,1.5,145.775,-9.616666667,Galaxy,vF;pS;vlE;gbMN ,,,
NGC2980,MCG-1-25-28,SCUTUM,13,summer,1.6,145.8,-8.383333333,Galaxy,vF;pS;lE 0 deg;vglbM,,,
NGC2978,MCG-1-25-29,SCUTUM,13.5,summer,1.1,145.825,-8.25,Galaxy,eF;S;R;2980 n 10' ,,,
NGC2987,UGC5220,SCUTUM,12.9,summer,1.5,146.425,4.933333333,Galaxy,eF;S;iF;sev vFinv,,,
NGC2990,UGC5229,SCUTUM,12.7,summer,1.1,146.575,5.716666667,Galaxy,F;pS;lE 90 deg ,,,
UGC5238,PGC28087,SCUTUM,13.7,summer,2.5,146.725,0.5,Galaxy,,,,
NGC3007,MCG-1-25-38,SCUTUM,15,summer,1.3,146.95,-5.566666667,Galaxy,eF;S;iR;lbM;r ,,,
UGC5249,PGC28148,SCUTUM,13.2,summer,2.4,146.95,2.616666667,Galaxy,,,,
NGC3029,MCG-1-25-47,SCUTUM,14,summer,1.5,147.225,-7.95,Galaxy,pF;pS;R ,,,
NGC3014,MCG-1-25-43,SCUTUM,14,summer,1,147.275,-3.25,Galaxy,eF;pL;p of 2 ,,,
NGC3017,MCG0-25-19,SCUTUM,13.1,summer,1,147.275,-1.183333333,Galaxy,eF;vS;*11 np 3',,,
NGC3015,UGC5261,SCUTUM,13.9,summer,0.5,147.35,1.15,Galaxy,F;vS;alm stellar,,,
NGC3018,UGC5265,SCUTUM,13.3,summer,1.2,147.425,0.616666667,Galaxy,vF;vS;bM ,,,
NGC3022,MCG-1-25-46,SCUTUM,14,summer,1.6,147.425,-4.833333333,Galaxy,F;R;vglbM;f of 2,,,
NGC3023,UGC5269,SCUTUM,13.5,summer,3,147.475,0.616666667,Galaxy,pF;pL;iR;lbM;dif,,,
NGC3035,MCG-1-25-52,SCUTUM,13.5,summer,1.7,147.975,-5.183333333,Galaxy,pF;pL;R;sev vf st inv,,,
NGC3039,UGC5297,SCUTUM,13.4,summer,1.2,148.125,2.15,Galaxy,vF;S;iR ,,,
NGC3042,UGC5307,SCUTUM,12.9,summer,1.2,148.325,0.7,Galaxy,pB;S;vlE;gbM ,,,
NGC3044,UGC5311,SCUTUM,11.9,summer,4.7,148.425,1.583333333,Galaxy,vF;vL;vmE 122 ,,,
NGC3047,UGC5323,SCUTUM,14.2,summer,0.4,148.625,-0.7,Galaxy,vF;S;R,,,
NGC3047A,UGC5323,SCUTUM,14.2,summer,0.4,148.625,-0.716666667,Galaxy,vF;S;R,,,
NGC3055,UGC5328,SCUTUM,12.1,summer,2.1,148.825,4.266666667,Galaxy,F;pL;vlE;vgbM;rr;*7 f 92 ,,,
NGC3064,MCG-1-26-1,SCUTUM,14.5,summer,1.2,148.925,-5.633333333,Galaxy,eF;vS;E 45,,,
NGC3062,ZwG8.2,SCUTUM,14.7,summer,0.6,149.15,1.433333333,Galaxy,vF;vS;alm stellar ,,,
NGC3083,MCG0-26-2,SCUTUM,13.7,summer,1.1,149.95,-1.116666667,Galaxy,eF;S;E,,,
UGC5373,SextansBdwarf,SCUTUM,11.3,summer,5.1,150,5.333333333,Galaxy,13''-F;pL;E 2X1;nmBM at 100X ,,,
NGC3086,MCG0-26-3,SCUTUM,13.9,summer,1.2,150.05,-1.016666667,Galaxy,eF;S;iR ,,,
NGC3090,MCG0-26-5,SCUTUM,12.6,summer,1.7,150.125,-1.033333333,Galaxy,vF;vS,,,
NGC3092,MCG0-26-8,SCUTUM,13.3,summer,1.3,150.2,-2.983333333,Galaxy,eF;S ,,,
NGC3093,MCG0-26-7,SCUTUM,14.2,summer,0.7,150.225,-1.033333333,Galaxy,eF;vS,,,
NGC3101,MCG0-26-11,SCUTUM,14.4,summer,1.2,150.4,-3,Galaxy,eF ,,,
NGC3110,NGC3122,SCUTUM,13.5,summer,1.6,151,-5.516666667,Galaxy,F;vS;iR;r ,,,
NGC3122,NGC3110,SCUTUM,13.5,summer,1.6,151,-5.516666667,Galaxy,F;S;lE;er ,,,
NGC3115,MCG-1-26-18,SCUTUM,8.9,summer,7.3,151.3,-6.283333333,Galaxy,vB;L;vmE 46;vgsmbMEN,BCH ,,
Pal3,,SCUTUM,13.9,summer,1.6,151.375,0.066666667,Globular Clu.,13''-eF;pS;nBM at 100X; low surface brghtness,,,
NGC3117,UGC5445,SCUTUM,13.3,summer,0.9,151.55,2.916666667,Galaxy,vF;vS;R;S* inv ,,,
NGC3123,,SCUTUM,99.9,summer,,151.75,0.066666667,Non-existant,neb;no description ,,,
NGC3142,MCG-1-26-28,SCUTUM,14,summer,1,152.525,-7.516666667,Galaxy,F;R ,,,
UGCA205,SextansA,SCUTUM,11.5,summer,5.9,152.75,-3.283333333,Galaxy,,,,
NGC3156,UGC5503,SCUTUM,12.3,summer,1.9,153.175,3.133333333,Galaxy,F;cS;R;psbM;*9-10 sf 2' ,,,
NGC3165,UGC5512,SCUTUM,13.9,summer,1.3,153.375,3.366666667,Galaxy,vF;mE 0;0.0666667t of 3,,,
NGC3166,UGC5516,SCUTUM,10.4,summer,4.8,153.45,3.433333333,Galaxy,B;pS;R;psmbM;2nd of 3, H ,,
NGC3169,UGC5525,SCUTUM,10.2,summer,4.2,153.55,3.466666667,Galaxy,B;pL;vlE;pgmbM;*11;78;80'';3rd of 3, H ,,
UGC5539,PGC29969,SCUTUM,14.3,summer,1.3,153.975,2.683333333,Galaxy,,,,
NGC3229,,SCUTUM,99.9,summer,,155.85,0.066666667,3 Star,F,,,
NGC3243,UGC5652,SCUTUM,12.6,summer,1.4,156.6,-1.383333333,Galaxy,vF;S;lE;bet 2 st,,,
NGC3246,UGC5661,SCUTUM,12.7,summer,2.4,156.675,3.866666667,Galaxy,eF;S;R;2 st tri;*6;300;8',,,
UGC5708,PGC31037,SCUTUM,13.2,summer,3.4,157.8,4.483333333,Galaxy,,,,
NGC3292,MCG-1-27-23,SCUTUM,14.5,summer,1.1,158.9,-5.816666667,Galaxy,vF;vS;lE ,,,
NGC3325,UGC5795,SCUTUM,12.7,summer,1.2,159.825,0.2,Galaxy,F;vS;vS* inv ,,,
NGC3326,UGC5799,SCUTUM,13.7,summer,0.6,159.875,5.1,Galaxy,vF;eS;stellar ,,,
NGC3337,ZwG37.119,SCUTUM,15.3,summer,0.6,160.45,4.983333333,Galaxy,eF;vS;alm stellar ,,,
NGC3339,NGC3340,SCUTUM,13.6,summer,,160.55,0.366666667,1 Star,eF;stellar,,,
NGC3340,NGC3339,SCUTUM,13,summer,1,160.575,0.383333333,Galaxy,F;S;R,,,
NGC3341,UGC5831,SCUTUM,14.9,summer,1.2,160.625,5.05,Galaxy,vF;vS,,,
NGC3360,MCG-2-28-3,SCUTUM,13.7,summer,1.2,161.075,-10.75,Galaxy,vF;R;P w NGC 3361 ,,,
NGC3361,MCG-2-28-4,SCUTUM,12.8,summer,2.1,161.125,-10.78333333,Galaxy,mE 160;brighter than NGC 3360 ,,,
NGC3365,UGC5878,SCUTUM,12.6,summer,4.5,161.55,1.816666667,Galaxy,eF;L;eE 159;vgvlbM ,,,
NGC3375,MCG-2-28-8,SCUTUM,12.6,summer,1.6,161.75,-8.05,Galaxy,F;S;R;gmbM,,,
NGC3376,UGC5891,SCUTUM,13.8,summer,0.8,161.85,6.05,Galaxy,vF;S ,,,
NGC3385,UGC5908,SCUTUM,12.6,summer,1.5,162.05,4.933333333,Galaxy,vF;S;R;s of 2 ,,,
NGC3386,MCG1-28-10,SCUTUM,14.8,summer,0.4,162.05,5,Galaxy,vF;S;lE;bM;n of 2 ,,,
NGC3387,,SCUTUM,14.8,summer,0.2,162.075,4.966666667,Galaxy,eF;eS,,,
NGC3401,,SCUTUM,99.9,summer,,162.575,5.816666667,Non-existant,eF (not verified) ,,,
NGC3423,UGC5962,SCUTUM,11.1,summer,3.9,162.8,5.833333333,Galaxy,F;vL;R;vgbM;rr ,,,
PK51+6.1,K1-17,SERPENS,16,summer,40.0833333,285.9,19.35,Planetary Nebula,,,,
PK50+3.1,M1-67,SERPENS,15.5,summer,1.8,287.875,16.86666667,Planetary Nebula,,,,
PK51+3.1,He2-430,SERPENS,15.9,summer,0.08333333,288.5,17.51666667,Planetary Nebula,,,,
Berk44,,SERPENS,99.9,summer,2,289.325,19.55,Open Cluster30,,,,
Pal10,,SERPENS,13.2,summer,4,289.5,18.56666667,Globular Clu.,13''-vF;pS;sBM at 100X; no* reslvd at 320X ,,,
PK53+3.1,Abell59,SERPENS,17.2,summer,1.566666667,289.675,19.56666667,Planetary Nebula,,,,
Berk47,,SERPENS,99.9,summer,5,292.125,17.36666667,Open Cluster20,,,,
Sh2-82,,SERPENS,99.9,summer,7,292.575,18.26666667,Bright Nebula,13''-pF;pL;R;nBM; 2* invl at 100X; UHC helps ,,,
PK55-1.1,K3-43,SERPENS,18.5,summer,0.116666667,295.1,18.81666667,Planetary Nebula,,,,
PK54-2.1,He2-444,SERPENS,16.5,summer,0.16666667,295.375,17.75,Planetary Nebula,,,,
PK53-3.1,Abell63,SERPENS,17.1,summer,0.566666667,295.55,17.08333333,Planetary Nebula,,,,
Roslund1,,SERPENS,99.9,summer,3,296.275,17.58333333,Open Cluster15,,,,
Sh2-84,,SERPENS,99.9,summer,15,297.25,18.4,Bright Nebula,13''-pF;pL;mE;S side B at 135X with UHC filter,,,
Harvard20,,SERPENS,7.7,summer,7,298.275,18.35,Open Cluster28,pL;lC; 29* 11...,,,
NGC6838,M71,SERPENS,8.3,summer,6.1,298.45,18.78333333,Globular Clu.,Cl;vL;vRi;pmC;*11...16 , M,,
NGC6839,,SERPENS,99.9,summer,,298.6,17.88333333,Asterism,Cl;vS;vC ,,,
Roslund3,,SERPENS,99.9,summer,5,299.675,20.51666667,Open Cluster20,,,,
NGC6873,,SERPENS,99.9,summer,,302.05,21.1,Asterism,Cl;lC;st10..13;D* inv,,,
NGC6879,PK57-8.1,SERPENS,11,summer,0.078333333,302.6,16.91666667,Planetary Nebula,stellar=10m,,,
PK60-7.1,He1-5,SERPENS,16,summer,0.66666667,302.975,20.31666667,Planetary Nebula,,,,
NGC6886,PK60-7.2,SERPENS,12.5,summer,0.066666667,303.175,19.98333333,Planetary Nebula,stellar=10m,,,
NGC6892,IC1312,SERPENS,99.9,summer,,304.25,18.01666667,4 Star,eF neb *(eS Cl),,,
PK6+4.1,Haro2-18,SEXTANS,16.1,spring,0.066666667,265.875,-20.83333333,Planetary Nebula,,,,
B83a,LDN233,SEXTANS,79.9,spring,4,266.325,-20,Dark Nebula,,,,
PK6+4.2,M3-15,SEXTANS,14.5,spring,0.0666667,266.375,-19.03333333,Planetary Nebula,,,,
PK5+3.1,Perek1-9,SEXTANS,17.9,spring,0.2,266.4,-22.96666667,Planetary Nebula,,,,
Cr347,,SEXTANS,8.8,spring,10,266.575,-28.66666667,Open Cluster40,,,,
B84,LDN235,SEXTANS,79.9,spring,30,266.625,-19.81666667,Dark Nebula,11''-obvious dark oval with dbl star centered,,,
Sh2-16,Gum70,SEXTANS,99.9,spring,14,266.65,-28.7,Bright Nebula,,,,
PK11+6.1,M2-15,SEXTANS,14.6,spring,0.0666667,266.725,-15.71666667,Planetary Nebula,,,,
NGC6432,ESO520-**25,SEXTANS,99.9,spring,,266.85,-23.11666667,4 Star,Cl;st vS ,,,
Ru130,,SEXTANS,99.9,spring,3.9,266.875,-29.9,Open Cluster20,,,,
PK6+3.1,Haro2-22,SEXTANS,15,spring,0.105,266.9,-20.21666667,Planetary Nebula,,,,
PK6+3.2,M1-28,SEXTANS,16.8,spring,10.08333333,266.9,-21.9,Planetary Nebula,,,,
PK359-0.1,Hubble5,SEXTANS,13.6,spring,0.316666667,266.975,-30,Planetary Nebula,,,,
Ter5,,SEXTANS,13.9,spring,2.1,267.025,-23.21666667,Globular Clu.,,,,
NGC6439,PK11+5.1,SEXTANS,13,spring,0.0666667,267.075,-15.53333333,Planetary Nebula,stellar=13m,,,
PK4+1.1,Haro2-24,SEXTANS,18.3,spring,0.0666667,267.15,-23.71666667,Planetary Nebula,,,,
NGC6440,GCL77,SEXTANS,9.3,spring,1.7,267.225,-19.63333333,Globular Clu.,pB;pL;R;bM, H ,,
PK4+2.1,ESO520-30,SEXTANS,19.2,spring,0.066666667,267.25,-22.28333333,Planetary Nebula,,,,
Ru131,,SEXTANS,99.9,spring,10,267.275,-28.78333333,Open Cluster15,,,,
NGC6445,PK8+3.1;HII586,SEXTANS,13,spring,30.0833333,267.325,-19.98333333,Planetary Nebula,pB;pS;R;gbM;r;*15 np,B H ,,
Cr351,,SEXTANS,9.3,spring,9,267.475,-27.23333333,Open Cluster30,,,,
PK0-1.1,ESO455-48,SEXTANS,16,spring,0.071666667,267.6,-28.58333333,Planetary Nebula,,,,
PK9+4.1,The4-5,SEXTANS,16.2,spring,0.1,267.6,-18.95,Planetary Nebula,,,,
PK10+4.1,M2-17,SEXTANS,14.8,spring,0.121666667,268.025,-16.4,Planetary Nebula,,,,
Basel5,,SEXTANS,99.9,spring,9,268.125,-29.9,Open Cluster30,,,,
Ru133,,SEXTANS,99.9,spring,5,268.125,-27.31666667,Open Cluster20,,,,
PK6+2.5,M1-31,SEXTANS,13.6,spring,0.11666667,268.175,-21.63333333,Planetary Nebula,,,,
Ru134,,SEXTANS,99.9,spring,5,268.2,-28.45,Open Cluster30,,,,
Ru168,,SEXTANS,99.9,spring,3.4,268.2,-27.55,Open Cluster20,,,,
NGC6465,ESO521-**2,SEXTANS,99.9,spring,,268.225,-24.6,Asterism,eF;S;(suspected),,,
NGC6469,OCL21,SEXTANS,8.2,spring,12,268.3,-21.71666667,Open Cluster50,Cl;pRi;in Milky Way ,,,
Czernik37,,SEXTANS,99.9,spring,3,268.325,-26.63333333,Open Cluster35,,,,
PK6+2.4,Perek2-10,SEXTANS,18.3,spring,0.066666667,268.4,-20.01666667,Planetary Nebula,,,,
PK0-1.5,M2-19,SEXTANS,16.2,spring,0.0333333,268.45,-28.26666667,Planetary Nebula,,,,
NGC6476,,SEXTANS,12,spring,20,268.5,-28.85,Open Cluster,neb S part of Milky Way ,,,
PK0-1.6,M2-20,SEXTANS,14.8,spring,0.11666667,268.625,-28.4,Planetary Nebula,,,,
PK7+1.1,Hubble6,SEXTANS,13.1,spring,0.101666667,268.775,-20.25,Planetary Nebula,cent* variable AS Sgr,,,
PK11+4.1,M1-32,SEXTANS,15,spring,0.13333333,269.075,-15.5,Planetary Nebula,,,,
NGC6494,M23,SEXTANS,5.5,spring,27,269.275,-17.01666667,Open Cluster150,Cl;B;vL;pRi;lC;*10.., M,,
PK10+3.1,The4-10,SEXTANS,16.8,spring,20.0833333,269.3,-17.9,Planetary Nebula,,,,
B84a,LDN302,SEXTANS,79.9,spring,16,269.375,-16.33333333,Dark Nebula,,,,
PK0-2.4,M2-21,SEXTANS,13.6,spring,0.11666667,269.525,-28.25,Planetary Nebula,,,,
PK358-3.1,He2-314,SEXTANS,18.6,spring,0.116666667,269.55,-30.28333333,Planetary Nebula,,,,
PK359-3.2,Haro2-33,SEXTANS,18.2,spring,0.1,269.55,-30.86666667,Planetary Nebula,,,,
PK0-2.6,M3-19,SEXTANS,16.4,spring,0.066666667,269.575,-29.98333333,Planetary Nebula,,,,
PK2-1.1,Perek2-11,SEXTANS,19.5,spring,0.08333333,269.625,-26.38333333,Planetary Nebula,,,,
PK2-2.2,M3-20,SEXTANS,14.3,spring,0.11666667,269.825,-27.76666667,Planetary Nebula,,,,
Ru136,,SEXTANS,99.9,spring,2.2,269.825,-23.31666667,Open Cluster40,,,,
NGC6507,OCL32,SEXTANS,9.6,spring,7,269.95,-16.55,Open Cluster35,Cl;pS;lRi;lC ,,,
NGC6506,OCL16,SEXTANS,99.9,spring,4,269.975,-23.31666667,Open Cluster,Cl;Ri;eL;vlC ,,,
PK359-4.1,M3-48,SEXTANS,17.8,spring,0.08333333,269.975,-30.1,Planetary Nebula,,,,
Tr31,Cr357,SEXTANS,9.8,spring,8,269.975,-27.81666667,Open Cluster25,,,,
Ru137,,SEXTANS,99.9,spring,3,270,-24.83333333,Open Cluster30,,,,
Ru138,,SEXTANS,99.9,spring,4,270,-23.33333333,Open Cluster20,,,,
PK11+2.1,ESO589-25,SEXTANS,18.2,spring,0.0833333,270.05,-16.33333333,Planetary Nebula,,,,
Ru139,,SEXTANS,99.9,spring,10,270.3,-22.46666667,Open Cluster80,,,,
PK357-5.1,M1-34,SEXTANS,14.9,spring,0.216666667,270.35,-32.7,Planetary Nebula,,,,
PK2-2.4,M2-23,SEXTANS,12.4,spring,0.15,270.425,-27.56666667,Planetary Nebula,,,,
PK358-5.1,Perek1-11,SEXTANS,16.5,spring,0.165,270.425,-32.75,Planetary Nebula,,,,
ESO456-SC38,Djorgovski2,SEXTANS,15.5,spring,9.9,270.45,-26.16666667,Globular Clu.,,,,
Ter9,,SEXTANS,16,spring,0.3,270.45,-25.13333333,Globular Clu.,,,,
Bochum14,,SEXTANS,9.3,spring,2,270.5,-22.3,Open Cluster11,,,,
PK356-5.2,M2-24,SEXTANS,14.7,spring,10.0666667,270.5,-33.53333333,Planetary Nebula,,,,
PK0-3.1,M3-22,SEXTANS,15.1,spring,7.0.0333333,270.575,-29.76666667,Planetary Nebula,,,,
PK355-6.5,M3-21,SEXTANS,11.7,spring,0.0833333,270.625,-35.35,Planetary Nebula,,,,
PK356-6.1,M3-49,SEXTANS,16.5,spring,10.0.0833333,270.625,-34.78333333,Planetary Nebula,,,,
B85,,SEXTANS,79.9,spring,,270.65,-22.96666667,Dark Nebula,,,,
B86,LDN93,SEXTANS,79.9,spring,4,270.75,-26.13333333,Dark Nebula,13''-very prominet dark oval with CL nearby ,,,
NGC6514,M20,SEXTANS,6.3,spring,28,270.675,-21.03333333,Cluster+Nebula67,vB;vL;Trifid;D* inv , HM,,
PK359-4.3,M2-25,SEXTANS,14.4,spring,0.0833333,270.7,-31.83333333,Planetary Nebula,,,,
PK3-2.2,M2-26,SEXTANS,16.3,spring,0.135,270.8,-25.03333333,Planetary Nebula,,,,
NGC6519,,SEXTANS,99.9,spring,,270.825,-28.2,Asterism,vF;np 6522,,,
NGC6520,OCL10,SEXTANS,7.6,spring,6,270.85,-26.11666667,Open Cluster60,Cl;pS;Ri;lC;st9...13,B H ,,
NGC6522,GCL82,SEXTANS,9.9,spring,5.6,270.9,-29.96666667,Globular Clu.,B;pL;R;gvmBM;rrr, H ,,
Ter10,,SEXTANS,14.9,spring,1.5,270.9,-25.91666667,Globular Clu.,,,,
NGC6523,M8,SEXTANS,5,spring,45,270.925,-23.61666667,Cluster+Nebula,!!!;vB;eL;eiF;w L Cl, M,,
PK3-2.1,M1-35,SEXTANS,14.6,spring,0.088333333,270.925,-25.26666667,Planetary Nebula,,,,
B88,,SEXTANS,79.9,spring,2,270.95,-23.61666667,Dark Nebula,,,,
PK358-5.3,H1-50,SEXTANS,14.5,spring,0.16666667,270.975,-31.3,Planetary Nebula,,,,
PK359-4.2,M2-27,SEXTANS,14.2,spring,0.08333333,270.975,-30.7,Planetary Nebula,,,,
NGC6526,ESO521-*N18,SEXTANS,99.9,spring,40,271.025,-23.55,Bright Nebula,F;L;cE,,,
NGC6533,,SEXTANS,99.9,spring,90,271.025,-23.6,Cluster+Nebula,eL;eiF;st F,,,
PK357-6.1,M3-50,SEXTANS,15.9,spring,0.066666667,271.025,-33.51666667,Planetary Nebula,,,,
NGC6531,M21,SEXTANS,5.9,spring,13,271.05,-21.51666667,Open Cluster70,Cl;pRi;lC;st9...12 , M,,
B87,LDN1771,SEXTANS,79.9,spring,12,271.075,-31.5,Dark Nebula,,,,
NGC6530,OCL19,SEXTANS,4.6,spring,15,271.125,-23.65,Open Cluster,Cl;B;L;pRi;f M8, M,,
PK2-3.2,Haro2-37,SEXTANS,15.8,spring,0.066666667,271.125,-27.36666667,Planetary Nebula,,,,
PK356-6.2,Haro1-51,SEXTANS,16.7,spring,0.0333333,271.125,-33.03333333,Planetary Nebula,,,,
NGC6528,GCL84,SEXTANS,9.5,spring,3.7,271.2,-29.95,Globular Clu.,pF;cS;R;gbM;rrr, H ,,
PK358-5.4,M3-51,SEXTANS,17.1,spring,10.0333333,271.225,-31.1,Planetary Nebula,,,,
B89,,SEXTANS,79.9,spring,0.5,271.25,-23.65,Dark Nebula,,,,
NGC6537,PK10+0.1,SEXTANS,12,spring,0.0833333,271.3,-18.15,Planetary Nebula,B;S;stellar,,,
NGC6529,ESO394-?28,SEXTANS,99.9,spring,,271.35,-35.7,Non-existant,Cl in Milky Way,,,
PK4-2.1,He2-342,SEXTANS,15.7,spring,20.0833333,271.5,-25.5,Planetary Nebula,,,,
NGC6540,Djorgovski3,SEXTANS,14.6,spring,0.8,271.525,-26.23333333,Globular Clu.,pF;S;lE;er or Cl, H ,,
PK2-3.5,He2-344,SEXTANS,9.3,spring,0.055,271.525,-27.31666667,Planetary Nebula,,,,
Cr468,,SEXTANS,13.4,spring,1.5,271.65,-26.53333333,Open Cluster8,,,,
PK4-3.1,M2-29,SEXTANS,14.6,spring,0.066666667,271.675,-25.08333333,Planetary Nebula,,,,
PK0-4.2,ESO456-54,SEXTANS,13.8,spring,10.0666667,271.775,-29.43333333,Planetary Nebula,,,,
PK2-4.1,Haro1-54,SEXTANS,14.2,spring,0.11666667,271.775,-28.78333333,Planetary Nebula,,,,
PK1-4.1,He2-347,SEXTANS,17.7,spring,0.0833333,271.8,-28.3,Planetary Nebula,,,,
NGC6544,GCL87,SEXTANS,7.5,spring,8.4,271.825,-25,Globular Clu.,cF;pL;iR;r, H ,,
NGC6546,OCL24,SEXTANS,8,spring,13,271.85,-22.7,Open Cluster150,Cl;vL;vRi ,,,
PK1-4.2,ESO456-57,SEXTANS,14.4,spring,0.05,271.975,-28.25,Planetary Nebula,,,,
PK5-2.1,ESO521-30,SEXTANS,14.2,spring,0.16666667,271.975,-24.6,Planetary Nebula,,,,
PK0-5.1,Haro2-40,SEXTANS,17.4,spring,10.0333333,272.1,-30.38333333,Planetary Nebula,,,,
PK8-1.1,M1-40,SEXTANS,14.7,spring,0.13333333,272.1,-21.71666667,Planetary Nebula,,,,
NGC6551,ESO456-**60,SEXTANS,99.9,spring,,272.2,-28.41666667,Asterism,vF;vS;R;rr,,,
NGC6554,ESO590-?003,SEXTANS,12,spring,20,272.25,-17.56666667,Open Cluster,Cl;pRi;vlC;st L&S ,,,
B303,LDN210,SEXTANS,79.9,spring,1,272.3,-23.88333333,Dark Nebula,,,,
NGC6553,GCL88,SEXTANS,8.3,spring,3.2,272.325,-24.1,Globular Clu.,F;L;lE;vglbM;rr, H ,,
PK6-2.1,M1-41,SEXTANS,17,spring,0.13333333,272.375,-23.8,Planetary Nebula,,,,
Cr367,,SEXTANS,6.4,spring,37,272.45,-22.16666667,Open Cluster30,6''-B; L; nRi; nC; 27* mags 8 to 11,,,
PK356-7.2,Haro1-57,SEXTANS,15.9,spring,0.0833333,272.45,-34.26666667,Planetary Nebula,,,,
NGC6556,,SEXTANS,99.9,spring,,272.475,-26.48333333,Asterism,F;vL;cE;lbM;rr ,,,
PK358-6.1,,SEXTANS,12,spring,0.16666667,272.475,-32.68333333,Planetary Nebula,,,,
B91,,SEXTANS,79.9,spring,5,272.5,-22.35,Dark Nebula,,,,
NGC6559,LBN29,SEXTANS,99.9,spring,5,272.5,-23.88333333,Bright Nebula,vF;vL;lE;** inv,,,
B90,LDN227,SEXTANS,79.9,spring,3,272.55,-27.68333333,Dark Nebula,,,,
NGC6558,GCL89,SEXTANS,8.6,spring,3.7,272.575,-30.23333333,Globular Clu.,pB;pL;R;glbM;rrr,,,
NGC6561,,SEXTANS,99.9,spring,,272.625,-15.2,Asterism,Cl;L;lC;st Cl ,,,
PK2-4.2,M1-42,SEXTANS,13.3,spring,0.15,272.775,-27.01666667,Planetary Nebula,,,,
PK3-4.3,ESO456-68,SEXTANS,14.3,spring,0.116666667,272.875,-26.23333333,Planetary Nebula,,,,
PK3-4.7,ESO456-69,SEXTANS,11,spring,10.0333333,272.9,-27.63333333,Planetary Nebula,,,,
PK11-0.1,M1-43,SEXTANS,17.5,spring,0.0833333,272.95,-17.23333333,Planetary Nebula,,,,
NGC6565,PK3-4.5,SEXTANS,13,spring,0.16666667,272.975,-27.81666667,Planetary Nebula,stellar ,,,
NGC6563,PK358-7.1,SEXTANS,13,spring,5.066666667,273,-32.13333333,Planetary Nebula,F;L;cE;hazy edge,,,
PK3-4.4,Haro2-41,SEXTANS,16,spring,0.116666667,273.1,-26.13333333,Planetary Nebula,,,,
PK4-4.1,ESO522-3,SEXTANS,14.7,spring,0.1,273.1,-26.51666667,Planetary Nebula,,,,
PK5-3.2,Haro2-42,SEXTANS,17.1,spring,0.2,273.1,-25.45,Planetary Nebula,,,,
PK3-4.8,M2-30,SEXTANS,13.1,spring,0.15,273.15,-26.03333333,Planetary Nebula,,,,
PK6-3.1,He2-364,SEXTANS,18.1,spring,20.0833333,273.15,-23.16666667,Planetary Nebula,,,,
NGC6568,OCL28,SEXTANS,8.6,spring,13,273.2,-20.41666667,Open Cluster50,Cl;vL;lC , H ,,
PK3-4.9,H2-43,SEXTANS,15.5,spring,0.16666667,273.2,-27.66666667,Planetary Nebula,,,,
PK6-3.3,M2-31,SEXTANS,13.2,spring,0.0833333,273.325,-24.5,Planetary Nebula,,,,
NGC6569,GCL91,SEXTANS,8.4,spring,5.8,273.4,-30.16666667,Globular Clu.,cB;L;R;rrr;*15.., H ,,
NGC6573,ESO590-**7,SEXTANS,99.9,spring,,273.425,-21.88333333,Asterism,Cl;st vS ,,,
PK5-4.1,Haro2-44,SEXTANS,16.5,spring,0.11666667,273.425,-25.85,Planetary Nebula,,,,
